"PERSONS" "WARD" "QUESTION" "MAILGRP" "PHONEGRP" "PERSNGRP" "APPEAL" "CONTACT" "MAILINGS" "AGE" "MAJORPTY" "VOTE960" "VOTE961" "MAILCALL" "VOTED98" "PHNSCRPT" "DISMC" "DISPHN" "PHNC" "PHNTRT1" "PHNTRT2" "PHNC1" "PHNC2" "NEW" "phone" "AGE2"
"6297" 2 "13" 1 0 0 0 2 0 0 84 1 0 1 0 0 0 99 99 0 0 0 0 0 0 0 70.56
"6298" 2 "24" 1 0 0 0 2 0 0 21 1 0 0 0 1 0 99 99 0 0 0 0 0 1 0 4.41
"6299" 2 "24" 1 0 0 0 3 0 0 31 1 0 0 0 1 0 99 99 0 0 0 0 0 1 0 9.61
"6300" 2 "21" 1 0 0 0 2 0 0 76 1 0 1 0 0 0 99 99 0 0 0 0 0 0 0 57.76
"6302" 2 "18" 1 0 0 0 2 0 0 40 0 0 1 0 1 0 99 99 0 0 0 0 0 0 0 16
"6304" 2 "18" 0 0 0 0 2 0 0 43 0 1 0 0 1 0 99 99 0 0 0 0 0 0 0 18.49
"6307" 2 "18" 1 0 0 0 3 0 0 56 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 31.36
"6308" 2 "19" 1 0 0 0 2 0 0 82 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 67.24
"6309" 2 "6" 1 0 0 0 1 0 0 46 0 1 0 0 0 0 99 99 0 0 0 0 0 0 0 21.16
"6311" 2 "25" 1 0 0 0 3 0 0 79 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 62.41
"6317" 2 "4" 1 0 0 0 2 0 0 24 0 0 1 0 1 0 99 99 0 0 0 0 0 0 0 5.76
"6319" 2 "19" 0 0 0 0 2 0 0 86 0 1 0 0 1 0 99 99 0 0 0 0 0 0 0 73.96
"6322" 2 "15" 1 0 0 0 3 0 0 75 0 0 1 0 0 0 99 99 0 0 0 0 0 0 0 56.25
"6323" 2 "24" 1 0 0 0 3 0 0 31 1 1 0 0 0 0 99 99 0 0 0 0 0 0 0 9.61
"6324" 2 "4" 1 0 0 0 2 0 0 48 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 23.04
"6325" 2 "25" 0 0 0 0 2 0 0 66 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 43.56
"6327" 2 "26" 1 0 0 0 3 0 0 60 0 0 1 0 0 0 99 99 0 0 0 0 0 0 0 36
"6328" 2 "12" 0 0 0 0 1 0 0 46 0 0 0 0 1 0 99 99 0 0 0 0 0 1 0 21.16
"6330" 2 "18" 0 0 0 0 1 0 0 71 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 50.41
"6331" 2 "17" 0 0 0 0 1 0 0 53 1 1 0 0 0 0 99 99 0 0 0 0 0 0 0 28.09
"6335" 2 "22" 1 0 0 0 2 0 0 29 1 1 0 0 0 0 99 99 0 0 0 0 0 0 0 8.41
"6336" 2 "19" 1 0 0 0 1 0 0 67 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 44.89
"6337" 2 "8" 0 0 0 0 1 0 0 65 1 0 0 0 0 0 99 99 0 0 0 0 0 1 0 42.25
"6338" 2 "10" 0 0 0 0 2 0 0 19 1 0 0 0 0 0 99 99 0 0 0 0 0 1 0 3.61
"6339" 2 "29" 1 0 0 0 3 0 0 51 1 1 0 0 1 0 99 99 0 0 0 0 0 0 0 26.01
"6342" 2 "24" 0 0 0 0 2 0 0 46 1 0 0 0 0 0 99 99 0 0 0 0 0 1 0 21.16
"6346" 2 "26" 0 0 0 0 2 0 0 55 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 30.25
"6347" 2 "25" 1 0 0 0 3 0 0 50 1 0 1 0 0 0 99 99 0 0 0 0 0 0 0 25
"6349" 2 "25" 1 0 0 0 3 0 0 41 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 16.81
"6350" 2 "3" 1 0 0 0 3 0 0 49 1 1 0 0 0 0 99 99 0 0 0 0 0 0 0 24.01
"6353" 2 "27" 0 0 0 0 3 0 0 36 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 12.96
"6354" 2 "21" 0 0 0 0 3 0 0 28 1 1 0 0 0 0 99 99 0 0 0 0 0 0 0 7.84
"6358" 2 "7" 1 0 0 0 2 0 0 45 1 0 1 0 0 0 99 99 0 0 0 0 0 0 0 20.25
"6359" 2 "17" 1 0 0 0 3 0 0 41 0 0 1 0 0 0 99 99 0 0 0 0 0 0 0 16.81
"6360" 2 "27" 1 0 0 0 3 0 0 34 1 1 0 0 0 0 99 99 0 0 0 0 0 0 0 11.56
"6362" 2 "4" 1 0 0 0 1 0 0 25 1 0 1 0 0 0 99 99 0 0 0 0 0 0 0 6.25
"6365" 2 "3" 1 0 0 0 3 0 0 44 1 1 0 0 1 0 99 99 0 0 0 0 0 0 0 19.36
"6366" 2 "14" 0 0 0 0 3 0 0 38 1 0 1 0 0 0 99 99 0 0 0 0 0 0 0 14.44
"6367" 2 "3" 0 0 0 0 3 0 0 66 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 43.56
"6368" 2 "12" 1 0 0 0 3 0 0 40 0 0 0 0 0 0 99 99 0 0 0 0 0 1 0 16
"6369" 2 "17" 0 0 0 0 1 0 0 31 0 0 1 0 1 0 99 99 0 0 0 0 0 0 0 9.61
"6372" 2 "12" 1 0 0 0 3 0 0 34 1 0 0 0 0 0 99 99 0 0 0 0 0 1 0 11.56
"6373" 2 "12" 1 0 0 0 3 0 0 70 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 49
"6374" 2 "15" 1 0 0 0 1 0 0 39 1 0 1 0 0 0 99 99 0 0 0 0 0 0 0 15.21
"6375" 2 "16" 1 0 0 0 2 0 0 23 1 0 0 0 1 0 99 99 0 0 0 0 0 1 0 5.29
"6379" 2 "18" 1 0 0 0 3 0 0 69 1 0 0 0 0 0 99 99 0 0 0 0 0 1 0 47.61
"6383" 2 "16" 1 0 0 0 1 0 0 33 1 0 1 0 0 0 99 99 0 0 0 0 0 0 0 10.89
"6387" 2 "13" 1 0 0 0 3 0 0 43 1 0 1 0 0 0 99 99 0 0 0 0 0 0 0 18.49
"6388" 2 "17" 0 0 0 0 2 0 0 46 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 21.16
"6389" 2 "26" 0 0 0 0 1 0 0 36 0 0 1 0 1 0 99 99 0 0 0 0 0 0 0 12.96
"6391" 2 "17" 0 0 0 0 1 0 0 50 1 0 0 0 0 0 99 99 0 0 0 0 0 1 0 25
"6392" 2 "9" 0 0 0 0 2 0 0 28 1 1 0 0 0 0 99 99 0 0 0 0 0 0 0 7.84
"6395" 2 "17" 0 0 0 0 2 0 0 26 0 0 1 0 0 0 99 99 0 0 0 0 0 0 0 6.76
"6396" 2 "16" 1 0 0 0 2 0 0 28 1 0 1 0 0 0 99 99 0 0 0 0 0 0 0 7.84
"6399" 2 "21" 1 0 0 0 3 0 0 52 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 27.04
"6403" 2 "24" 1 0 0 0 1 0 0 42 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 17.64
"6404" 2 "30" 1 0 0 0 1 0 0 22 0 1 0 0 0 0 99 99 0 0 0 0 0 0 0 4.84
"6408" 2 "28" 1 0 0 0 1 0 0 42 1 1 0 0 0 0 99 99 0 0 0 0 0 0 0 17.64
"6409" 2 "30" 0 0 0 0 3 0 0 74 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 54.76
"6410" 2 "5" 1 0 0 0 2 0 0 41 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 16.81
"6417" 2 "26" 1 0 0 0 1 0 0 58 1 0 0 0 1 0 99 99 0 0 0 0 0 1 0 33.64
"6418" 2 "14" 1 0 0 0 3 0 0 30 1 0 1 0 0 0 99 99 0 0 0 0 0 0 0 9
"6426" 2 "26" 1 0 0 0 2 0 0 62 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 38.44
"6428" 2 "15" 1 0 0 0 3 0 0 25 1 0 0 0 0 0 99 99 0 0 0 0 0 1 0 6.25
"6429" 2 "14" 0 0 0 0 3 0 0 27 0 1 0 0 0 0 99 99 0 0 0 0 0 0 0 7.29
"6430" 2 "16" 0 0 0 0 2 0 0 35 0 1 0 0 0 0 99 99 0 0 0 0 0 0 0 12.25
"6433" 2 "24" 1 0 0 0 1 0 0 60 0 0 1 0 1 0 99 99 0 0 0 0 0 0 0 36
"6434" 2 "29" 1 0 0 0 3 0 0 28 1 1 0 0 0 0 99 99 0 0 0 0 0 0 0 7.84
"6435" 2 "3" 1 0 0 0 3 0 0 37 1 0 0 0 1 0 99 99 0 0 0 0 0 1 0 13.69
"6439" 2 "5" 1 0 0 0 2 0 0 30 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 9
"6440" 2 "17" 1 0 0 0 2 0 0 57 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 32.49
"6442" 2 "18" 1 0 0 0 3 0 0 68 1 0 0 0 0 0 99 99 0 0 0 0 0 1 0 46.24
"6445" 2 "4" 1 0 0 0 3 0 0 38 1 1 0 0 1 0 99 99 0 0 0 0 0 0 0 14.44
"6447" 2 "4" 0 0 0 0 2 0 0 32 1 0 0 0 0 0 99 99 0 0 0 0 0 1 0 10.24
"6449" 2 "13" 0 0 0 0 2 0 0 54 0 1 0 0 1 0 99 99 0 0 0 0 0 0 0 29.16
"6450" 2 "4" 0 0 0 0 2 0 0 21 1 0 1 0 0 0 99 99 0 0 0 0 0 0 0 4.41
"6451" 2 "16" 0 0 0 0 1 0 0 30 1 1 0 0 0 0 99 99 0 0 0 0 0 0 0 9
"6455" 2 "27" 0 0 0 0 1 0 0 55 1 1 0 0 0 0 99 99 0 0 0 0 0 0 0 30.25
"6457" 2 "27" 1 0 0 0 2 0 0 38 0 0 1 0 0 0 99 99 0 0 0 0 0 0 0 14.44
"6458" 2 "27" 1 0 0 0 2 0 0 33 0 0 1 0 1 0 99 99 0 0 0 0 0 0 0 10.89
"6459" 2 "25" 1 0 0 0 3 0 0 51 0 0 0 0 1 0 99 99 0 0 0 0 0 1 0 26.01
"6461" 2 "29" 1 0 0 0 3 0 0 77 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 59.29
"6463" 2 "5" 1 0 0 0 2 0 0 41 1 0 0 0 1 0 99 99 0 0 0 0 0 1 0 16.81
"6464" 2 "14" 1 0 0 0 1 0 0 23 1 1 0 0 0 0 99 99 0 0 0 0 0 0 0 5.29
"6465" 2 "15" 0 0 0 0 3 0 0 30 1 0 0 0 0 0 99 99 0 0 0 0 0 1 0 9
"6466" 2 "24" 0 0 0 0 3 0 0 82 0 0 1 0 1 0 99 99 0 0 0 0 0 0 0 67.24
"6467" 2 "29" 0 0 0 0 1 0 0 82 1 1 0 0 0 0 99 99 0 0 0 0 0 0 0 67.24
"6468" 2 "8" 1 0 0 0 1 0 0 70 1 1 0 0 0 0 99 99 0 0 0 0 0 0 0 49
"6471" 2 "10" 0 0 0 0 3 0 0 56 1 1 0 0 0 0 99 99 0 0 0 0 0 0 0 31.36
"6473" 2 "4" 1 0 0 0 1 0 0 37 1 0 1 0 0 0 99 99 0 0 0 0 0 0 0 13.69
"6474" 2 "17" 1 0 0 0 2 0 0 32 1 0 1 0 0 0 99 99 0 0 0 0 0 0 0 10.24
"6476" 2 "18" 1 0 0 0 3 0 0 50 0 0 0 0 0 0 99 99 0 0 0 0 0 1 0 25
"6477" 2 "12" 1 0 0 0 2 0 0 22 1 0 0 0 0 0 99 99 0 0 0 0 0 1 0 4.84
"6479" 2 "13" 1 0 0 0 1 0 0 38 0 0 0 0 0 0 99 99 0 0 0 0 0 1 0 14.44
"6480" 2 "16" 1 0 0 0 1 0 0 28 1 0 0 0 0 0 99 99 0 0 0 0 0 1 0 7.84
"6489" 2 "28" 0 0 0 0 1 0 0 47 1 0 1 0 0 0 99 99 0 0 0 0 0 0 0 22.09
"6491" 2 "6" 1 0 0 0 1 0 0 78 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 60.84
"6492" 2 "6" 0 0 0 0 2 0 0 88 1 0 0 0 1 0 99 99 0 0 0 0 0 1 0 77.44
"6495" 2 "23" 0 0 0 0 1 0 0 65 1 1 0 0 0 0 99 99 0 0 0 0 0 0 0 42.25
"6496" 2 "17" 1 0 0 0 2 0 0 43 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 18.49
"6497" 2 "13" 0 0 0 0 1 0 0 80 1 0 1 0 0 0 99 99 0 0 0 0 0 0 0 64
"6500" 2 "13" 1 0 0 0 1 0 0 74 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 54.76
"6502" 2 "27" 1 0 0 0 2 0 0 59 1 0 1 0 0 0 99 99 0 0 0 0 0 0 0 34.81
"6504" 2 "19" 1 0 0 0 3 0 0 73 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 53.29
"6505" 2 "13" 1 0 0 0 3 0 0 49 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 24.01
"6507" 2 "25" 1 0 0 0 2 0 0 48 1 1 0 0 0 0 99 99 0 0 0 0 0 0 0 23.04
"6508" 2 "14" 1 0 0 0 2 0 0 48 1 1 0 0 0 0 99 99 0 0 0 0 0 0 0 23.04
"6509" 2 "26" 0 0 0 0 1 0 0 57 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 32.49
"6513" 2 "26" 0 0 0 0 2 0 0 44 1 0 1 0 0 0 99 99 0 0 0 0 0 0 0 19.36
"6515" 2 "24" 1 0 0 0 2 0 0 79 1 0 1 0 0 0 99 99 0 0 0 0 0 0 0 62.41
"6517" 2 "7" 1 0 0 0 1 0 0 45 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 20.25
"6518" 2 "14" 0 0 0 0 2 0 0 78 0 0 1 0 0 0 99 99 0 0 0 0 0 0 0 60.84
"6519" 2 "17" 1 0 0 0 1 0 0 52 1 0 1 0 0 0 99 99 0 0 0 0 0 0 0 27.04
"6521" 2 "13" 1 0 0 0 2 0 0 24 1 1 0 0 0 0 99 99 0 0 0 0 0 0 0 5.76
"6523" 2 "17" 1 0 0 0 2 0 0 27 1 0 1 0 0 0 99 99 0 0 0 0 0 0 0 7.29
"6528" 2 "14" 1 0 0 0 2 0 0 32 1 1 0 0 1 0 99 99 0 0 0 0 0 0 0 10.24
"6529" 2 "18" 0 0 0 0 2 0 0 75 1 0 1 0 0 0 99 99 0 0 0 0 0 0 0 56.25
"6530" 2 "18" 0 0 0 0 2 0 0 42 0 0 1 0 1 0 99 99 0 0 0 0 0 0 0 17.64
"6533" 2 "25" 0 0 0 0 2 0 0 48 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 23.04
"6536" 2 "17" 0 0 0 0 1 0 0 42 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 17.64
"6539" 2 "10" 1 0 0 0 3 0 0 59 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 34.81
"6540" 2 "8" 0 0 0 0 2 0 0 51 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 26.01
"6547" 2 "18" 0 0 0 0 2 0 0 52 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 27.04
"6552" 2 "19" 0 0 0 0 2 0 0 25 1 0 1 0 0 0 99 99 0 0 0 0 0 0 0 6.25
"6553" 2 "13" 1 0 0 0 2 0 0 50 1 0 1 0 0 0 99 99 0 0 0 0 0 0 0 25
"6555" 2 "25" 0 0 0 0 1 0 0 36 0 0 1 0 1 0 99 99 0 0 0 0 0 0 0 12.96
"6556" 2 "18" 1 0 0 0 3 0 0 30 1 1 0 0 0 0 99 99 0 0 0 0 0 0 0 9
"6557" 2 "13" 1 0 0 0 1 0 0 61 1 0 1 0 0 0 99 99 0 0 0 0 0 0 0 37.21
"6558" 2 "28" 0 0 0 0 3 0 0 52 1 0 1 0 0 0 99 99 0 0 0 0 0 0 0 27.04
"6559" 2 "25" 1 0 0 0 1 0 0 41 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 16.81
"6571" 2 "15" 1 0 0 0 3 0 0 41 1 0 0 0 1 0 99 99 0 0 0 0 0 1 0 16.81
"6575" 2 "8" 0 0 0 0 1 0 0 25 0 0 1 0 0 0 99 99 0 0 0 0 0 0 0 6.25
"6576" 2 "2" 1 0 0 0 2 0 0 60 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 36
"6577" 2 "25" 0 0 0 0 2 0 0 33 0 0 1 0 0 0 99 99 0 0 0 0 0 0 0 10.89
"6578" 2 "9" 1 0 0 0 3 0 0 33 0 0 1 0 1 0 99 99 0 0 0 0 0 0 0 10.89
"6579" 2 "19" 0 0 0 0 1 0 0 66 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 43.56
"6580" 2 "18" 1 0 0 0 3 0 0 47 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 22.09
"6581" 2 "10" 0 0 0 0 2 0 0 75 1 1 0 0 1 0 99 99 0 0 0 0 0 0 0 56.25
"6583" 2 "3" 1 0 0 0 3 0 0 31 1 0 1 0 0 0 99 99 0 0 0 0 0 0 0 9.61
"6586" 2 "4" 0 0 0 0 2 0 0 23 1 1 0 0 0 0 99 99 0 0 0 0 0 0 0 5.29
"6588" 2 "5" 1 0 0 0 3 0 0 40 1 0 0 0 1 0 99 99 0 0 0 0 0 1 0 16
"6589" 2 "16" 0 0 0 0 3 0 0 40 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 16
"6591" 2 "6" 1 0 0 0 3 0 0 66 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 43.56
"6593" 2 "27" 1 0 0 0 3 0 0 77 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 59.29
"6594" 2 "5" 1 0 0 0 2 0 0 27 1 1 0 0 0 0 99 99 0 0 0 0 0 0 0 7.29
"6599" 2 "17" 0 0 0 0 2 0 0 40 1 0 0 0 0 0 99 99 0 0 0 0 0 1 0 16
"6602" 2 "10" 1 0 0 0 1 0 0 71 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 50.41
"6604" 2 "11" 0 0 0 0 2 0 0 26 0 1 0 0 0 0 99 99 0 0 0 0 0 0 0 6.76
"6606" 2 "26" 1 0 0 0 1 0 0 57 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 32.49
"6607" 2 "24" 1 0 0 0 1 0 0 19 0 0 0 0 0 0 99 99 0 0 0 0 0 1 0 3.61
"6608" 2 "28" 1 0 0 0 1 0 0 96 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 92.16
"6610" 2 "19" 1 0 0 0 1 0 0 45 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 20.25
"6611" 2 "28" 0 0 0 0 1 0 0 45 0 1 0 0 1 0 99 99 0 0 0 0 0 0 0 20.25
"6613" 2 "24" 1 0 0 0 3 0 0 42 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 17.64
"6614" 2 "25" 1 0 0 0 1 0 0 42 1 1 0 0 0 0 99 99 0 0 0 0 0 0 0 17.64
"6621" 2 "18" 1 0 0 0 1 0 0 49 1 0 1 0 0 0 99 99 0 0 0 0 0 0 0 24.01
"6622" 2 "18" 0 0 0 0 2 0 0 71 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 50.41
"6625" 2 "25" 1 0 0 0 1 0 0 47 0 1 0 0 0 0 99 99 0 0 0 0 0 0 0 22.09
"6627" 2 "4" 1 0 0 0 1 0 0 83 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 68.89
"6631" 2 "25" 1 0 0 0 2 0 0 94 1 0 1 0 0 0 99 99 0 0 0 0 0 0 0 88.36
"6633" 2 "14" 1 0 0 0 2 0 0 51 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 26.01
"6634" 2 "13" 1 0 0 0 3 0 0 27 0 1 0 0 0 0 99 99 0 0 0 0 0 0 0 7.29
"6635" 2 "15" 0 0 0 0 3 0 0 49 0 1 0 0 0 0 99 99 0 0 0 0 0 0 0 24.01
"6637" 2 "26" 1 0 0 0 2 0 0 40 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 16
"6638" 2 "19" 0 0 0 0 3 0 0 48 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 23.04
"6640" 2 "25" 1 0 0 0 1 0 0 24 0 0 0 0 0 0 99 99 0 0 0 0 0 1 0 5.76
"6644" 2 "26" 0 0 0 0 1 0 0 44 1 0 1 0 0 0 99 99 0 0 0 0 0 0 0 19.36
"6648" 2 "25" 1 0 0 0 3 0 0 56 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 31.36
"6651" 2 "25" 1 0 0 0 1 0 0 54 1 1 0 0 0 0 99 99 0 0 0 0 0 0 0 29.16
"6652" 2 "10" 0 0 0 0 2 0 0 58 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 33.64
"6654" 2 "18" 1 0 0 0 1 0 0 54 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 29.16
"6656" 2 "13" 0 0 0 0 1 0 0 68 0 0 1 0 1 0 99 99 0 0 0 0 0 0 0 46.24
"6657" 2 "10" 1 0 0 0 1 0 0 80 1 1 0 0 0 0 99 99 0 0 0 0 0 0 0 64
"6663" 2 "6" 0 0 0 0 3 0 0 83 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 68.89
"6664" 2 "18" 1 0 0 0 3 0 0 83 0 0 1 0 1 0 99 99 0 0 0 0 0 0 0 68.89
"6669" 2 "15" 1 0 0 0 1 0 0 43 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 18.49
"6670" 2 "29" 1 0 0 0 2 0 0 25 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 6.25
"6671" 2 "21" 0 0 0 0 1 0 0 71 1 0 1 0 0 0 99 99 0 0 0 0 0 0 0 50.41
"6674" 2 "4" 1 0 0 0 1 0 0 46 0 1 0 0 0 0 99 99 0 0 0 0 0 0 0 21.16
"6676" 2 "27" 1 0 0 0 2 0 0 28 1 0 1 0 0 0 99 99 0 0 0 0 0 0 0 7.84
"6679" 2 "28" 0 0 0 0 1 0 0 57 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 32.49
"6681" 2 "3" 1 0 0 0 1 0 0 31 0 1 0 0 0 0 99 99 0 0 0 0 0 0 0 9.61
"6683" 2 "20" 1 0 0 0 2 0 0 86 1 1 0 0 0 0 99 99 0 0 0 0 0 0 0 73.96
"6684" 2 "25" 1 0 0 0 2 0 0 44 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 19.36
"6687" 2 "12" 0 0 0 0 3 0 0 68 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 46.24
"6688" 2 "10" 0 0 0 0 3 0 0 29 1 0 1 0 0 0 99 99 0 0 0 0 0 0 0 8.41
"6691" 2 "17" 1 0 0 0 2 0 0 70 1 1 0 0 0 0 99 99 0 0 0 0 0 0 0 49
"6692" 2 "4" 1 0 0 0 1 0 0 32 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 10.24
"6698" 2 "17" 0 0 0 0 3 0 0 31 0 0 1 0 0 0 99 99 0 0 0 0 0 0 0 9.61
"6699" 2 "12" 1 0 0 0 3 0 0 42 0 0 1 0 1 0 99 99 0 0 0 0 0 0 0 17.64
"6702" 2 "26" 0 0 0 0 2 0 0 70 1 1 0 0 0 0 99 99 0 0 0 0 0 0 0 49
"6704" 2 "20" 1 0 0 0 1 0 0 53 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 28.09
"6706" 2 "15" 1 0 0 0 1 0 0 64 1 0 0 0 0 0 99 99 0 0 0 0 0 1 0 40.96
"6707" 2 "28" 1 0 0 0 3 0 0 47 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 22.09
"6709" 2 "24" 0 0 0 0 2 0 0 40 1 0 1 0 0 0 99 99 0 0 0 0 0 0 0 16
"6710" 2 "26" 1 0 0 0 3 0 0 43 1 0 0 0 1 0 99 99 0 0 0 0 0 1 0 18.49
"6712" 2 "28" 1 0 0 0 3 0 0 25 1 0 0 0 1 0 99 99 0 0 0 0 0 1 0 6.25
"6715" 2 "25" 1 0 0 0 2 0 0 47 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 22.09
"6716" 2 "26" 1 0 0 0 2 0 0 82 0 0 1 0 1 0 99 99 0 0 0 0 0 0 0 67.24
"6720" 2 "18" 1 0 0 0 1 0 0 44 0 1 0 0 0 0 99 99 0 0 0 0 0 0 0 19.36
"6723" 2 "8" 1 0 0 0 3 0 0 48 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 23.04
"6726" 2 "18" 1 0 0 0 3 0 0 71 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 50.41
"6732" 2 "14" 1 0 0 0 2 0 0 53 0 0 1 0 1 0 99 99 0 0 0 0 0 0 0 28.09
"6733" 2 "10" 1 0 0 0 2 0 0 40 1 0 1 0 0 0 99 99 0 0 0 0 0 0 0 16
"6741" 2 "19" 0 0 0 0 2 0 0 70 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 49
"6745" 2 "12" 0 0 0 0 3 0 0 46 1 0 0 0 1 0 99 99 0 0 0 0 0 1 0 21.16
"6747" 2 "6" 0 0 0 0 3 0 0 42 1 1 0 0 0 0 99 99 0 0 0 0 0 0 0 17.64
"6749" 2 "12" 1 0 0 0 3 0 0 53 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 28.09
"6750" 2 "26" 1 0 0 0 1 0 0 81 1 0 1 0 0 0 99 99 0 0 0 0 0 0 0 65.61
"6754" 2 "7" 0 0 0 0 3 0 0 29 0 1 0 0 0 0 99 99 0 0 0 0 0 0 0 8.41
"6756" 2 "12" 1 0 0 0 1 0 0 76 0 0 1 0 1 0 99 99 0 0 0 0 0 0 0 57.76
"6757" 2 "15" 1 0 0 0 3 0 0 53 1 0 0 0 0 0 99 99 0 0 0 0 0 1 0 28.09
"6760" 2 "17" 1 0 0 0 1 0 0 20 0 0 0 0 0 0 99 99 0 0 0 0 0 1 0 4
"6762" 2 "18" 1 0 0 0 3 0 0 42 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 17.64
"6763" 2 "23" 1 0 0 0 3 0 0 73 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 53.29
"6765" 2 "9" 1 0 0 0 1 0 0 66 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 43.56
"6770" 2 "5" 1 0 0 0 3 0 0 54 0 0 0 0 0 0 99 99 0 0 0 0 0 1 0 29.16
"6773" 2 "24" 1 0 0 0 3 0 0 22 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 4.84
"6775" 2 "27" 1 0 0 0 1 0 0 73 0 0 1 0 1 0 99 99 0 0 0 0 0 0 0 53.29
"6779" 2 "11" 0 0 0 0 3 0 0 42 0 0 1 0 0 0 99 99 0 0 0 0 0 0 0 17.64
"6782" 2 "4" 0 0 0 0 2 0 0 85 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 72.25
"6783" 2 "14" 1 0 0 0 2 0 0 60 1 1 0 0 0 0 99 99 0 0 0 0 0 0 0 36
"6788" 2 "23" 1 0 0 0 2 0 0 46 1 1 0 0 0 0 99 99 0 0 0 0 0 0 0 21.16
"6793" 2 "10" 1 0 0 0 1 0 0 63 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 39.69
"6795" 2 "18" 1 0 0 0 1 0 0 45 1 0 1 0 0 0 99 99 0 0 0 0 0 0 0 20.25
"6796" 2 "26" 1 0 0 0 1 0 0 45 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 20.25
"6807" 2 "5" 1 0 0 0 3 0 0 32 0 1 0 0 0 0 99 99 0 0 0 0 0 0 0 10.24
